"Player";"Short Name";"Player ID";"Birthdate";"Team ID";"Match";"Match ID";"Date";"Competition";"Competition ID";"Season";"Season ID";"Competition Edition ID";"Position";"Position Group";"Minutes";"Physical Check Passed";"Distance";"M/min";"Running Distance";"HSR Distance";"HSR Count";"Sprint Distance";"Sprint Count";"HI Distance";"HI Count";"Medium Acceleration Count";"High Acceleration Count";"Medium Deceleration Count";"High Deceleration Count";"Explosive Acceleration to HSR Count";"Time to HSR";"Explosive Acceleration to Sprint Count";"Time to Sprint";"PSV-99";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Club Brugge KV v Royal Antwerp FC";"1653114";"2024-08-18";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"99.17";"True";"10017.0";"101.01";"1378.0";"711.0";"57.0";"128.0";"11.0";"839.0";"68.0";"100.0";"6.0";"84.0";"10.0";"4.0";"0.88";"0.0";"null";"27.3";"9091.06";"101.01";"1250.62";"645.28";"51.73";"116.17";"9.98";"761.45";"61.71";"90.76";"5.45";"76.24";"9.08";"3.63";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KV Mechelen";"1666862";"2024-08-24";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"100.62";"True";"9704.0";"96.45";"883.0";"425.0";"48.0";"162.0";"11.0";"587.0";"59.0";"83.0";"6.0";"72.0";"15.0";"3.0";"0.98";"0.0";"null";"29.1";"8680.07";"96.45";"789.83";"380.16";"42.94";"144.91";"9.84";"525.06";"52.77";"74.24";"5.37";"64.4";"13.42";"2.68";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"KAA Gent v Royal Antwerp FC";"1683006";"2024-09-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"103.43";"True";"10047.0";"97.14";"1183.0";"480.0";"54.0";"182.0";"11.0";"662.0";"65.0";"98.0";"7.0";"80.0";"18.0";"5.0";"0.85";"2.0";"1.7";"28.3";"8742.15";"97.14";"1029.36";"417.66";"46.99";"158.36";"9.57";"576.02";"56.56";"85.27";"6.09";"69.61";"15.66";"4.35";"1.74"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Royale Union Saint-Gilloise";"1714822";"2024-09-15";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"86.02";"True";"8471.0";"98.48";"1040.0";"468.0";"45.0";"117.0";"9.0";"585.0";"54.0";"93.0";"8.0";"73.0";"16.0";"4.0";"0.79";"0.0";"null";"28.2";"8863.28";"98.48";"1088.16";"489.67";"47.08";"122.42";"9.42";"612.09";"56.5";"97.31";"8.37";"76.38";"16.74";"4.19";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v K Beerschot VA";"1750671";"2024-09-29";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"97.8";"True";"9136.0";"93.42";"1175.0";"354.0";"38.0";"126.0";"9.0";"480.0";"47.0";"96.0";"7.0";"70.0";"19.0";"2.0";"0.68";"0.0";"null";"27.0";"8407.36";"93.42";"1081.29";"325.77";"34.97";"115.95";"8.28";"441.72";"43.25";"88.34";"6.44";"64.42";"17.48";"1.84";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"KVC Westerlo v Royal Antwerp FC";"1755714";"2024-09-21";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"105.27";"True";"10215.0";"97.04";"1260.0";"449.0";"48.0";"88.0";"7.0";"537.0";"55.0";"111.0";"7.0";"86.0";"17.0";"7.0";"1.6";"0.0";"null";"27.0";"8733.53";"97.04";"1077.26";"383.88";"41.04";"75.24";"5.98";"459.12";"47.02";"94.9";"5.98";"73.53";"14.53";"5.98";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KSV Cercle Brugge";"1770257";"2024-10-06";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"96.33";"True";"9588.0";"99.53";"1265.0";"576.0";"56.0";"130.0";"11.0";"706.0";"67.0";"90.0";"6.0";"70.0";"14.0";"6.0";"0.63";"2.0";"2.26";"27.0";"8957.65";"99.53";"1181.83";"538.13";"52.32";"121.45";"10.28";"659.58";"62.6";"84.08";"5.61";"65.4";"13.08";"5.61";"1.87"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Oud-Heverlee Leuven v Royal Antwerp FC";"1805070";"2024-10-20";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"98.32";"True";"10548.0";"107.29";"1446.0";"531.0";"49.0";"60.0";"4.0";"591.0";"53.0";"88.0";"5.0";"71.0";"12.0";"5.0";"0.82";"2.0";"1.58";"27.0";"9655.74";"107.29";"1323.68";"486.08";"44.86";"54.92";"3.66";"541.01";"48.52";"80.56";"4.58";"64.99";"10.98";"4.58";"1.83"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Standard de Liège";"1819603";"2024-10-27";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"88.45";"True";"10023.0";"113.32";"1353.0";"473.0";"53.0";"214.0";"10.0";"687.0";"63.0";"85.0";"4.0";"68.0";"14.0";"3.0";"0.86";"0.0";"null";"29.8";"10198.64";"113.32";"1376.71";"481.29";"53.93";"217.75";"10.18";"699.04";"64.1";"86.49";"4.07";"69.19";"14.25";"3.05";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"KRC Genk v Royal Antwerp FC";"1834539";"2024-11-03";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"96.57";"True";"10668.0";"110.47";"1342.0";"427.0";"36.0";"161.0";"7.0";"588.0";"43.0";"96.0";"4.0";"84.0";"8.0";"0.0";"null";"0.0";"null";"29.9";"9942.56";"110.47";"1250.74";"397.96";"33.55";"150.05";"6.52";"548.02";"40.08";"89.47";"3.73";"78.29";"7.46";"0.0";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"KV Kortrijk v Royal Antwerp FC";"1846855";"2024-11-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"97.38";"True";"10060.0";"103.3";"1124.0";"602.0";"58.0";"142.0";"10.0";"744.0";"68.0";"107.0";"9.0";"83.0";"19.0";"5.0";"0.84";"0.0";"null";"28.7";"9297.28";"103.3";"1038.78";"556.36";"53.6";"131.23";"9.24";"687.59";"62.84";"98.89";"8.32";"76.71";"17.56";"4.62";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v FCV Dender EH";"1873866";"2024-11-22";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"98.42";"True";"9651.0";"98.06";"968.0";"325.0";"37.0";"80.0";"4.0";"405.0";"41.0";"104.0";"3.0";"87.0";"16.0";"3.0";"0.86";"0.0";"null";"28.2";"8825.64";"98.06";"885.22";"297.21";"33.84";"73.16";"3.66";"370.36";"37.49";"95.11";"2.74";"79.56";"14.63";"2.74";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royale Union Saint-Gilloise v Royal Antwerp FC";"1889301";"2024-12-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"102.85";"True";"9517.0";"92.53";"1001.0";"418.0";"39.0";"96.0";"6.0";"514.0";"45.0";"98.0";"6.0";"79.0";"13.0";"0.0";"null";"0.0";"null";"27.0";"8327.95";"92.53";"875.94";"365.78";"34.13";"84.01";"5.25";"449.78";"39.38";"85.76";"5.25";"69.13";"11.38";"0.0";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Sporting Charleroi";"1901768";"2024-12-08";"BEL - Pro League";"16";"2024/2025";"95";"873";"AM";"Midfield";"98.63";"True";"10838.0";"109.88";"1350.0";"389.0";"38.0";"89.0";"4.0";"478.0";"42.0";"89.0";"1.0";"87.0";"13.0";"0.0";"null";"0.0";"null";"29.1";"9889.35";"109.88";"1231.84";"354.95";"34.67";"81.21";"3.65";"436.16";"38.32";"81.21";"0.91";"79.38";"11.86";"0.0";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"FCV Dender EH v Royal Antwerp FC";"1925956";"2024-12-21";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"96.73";"True";"10853.0";"112.2";"1349.0";"390.0";"48.0";"95.0";"9.0";"485.0";"57.0";"109.0";"5.0";"94.0";"10.0";"5.0";"1.16";"0.0";"null";"27.5";"10097.55";"112.2";"1255.1";"362.85";"44.66";"88.39";"8.37";"451.24";"53.03";"101.41";"4.65";"87.46";"9.3";"4.65";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KRC Genk";"1935418";"2024-12-26";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"101.42";"True";"10560.0";"104.12";"1257.0";"451.0";"54.0";"240.0";"12.0";"691.0";"66.0";"101.0";"6.0";"79.0";"16.0";"6.0";"0.85";"0.0";"null";"30.6";"9371.24";"104.12";"1115.5";"400.23";"47.92";"212.98";"10.65";"613.21";"58.57";"89.63";"5.32";"70.11";"14.2";"5.32";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"K Beerschot VA v Royal Antwerp FC";"1964301";"2025-01-12";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"99.37";"True";"9602.0";"96.63";"961.0";"514.0";"45.0";"219.0";"9.0";"733.0";"54.0";"95.0";"6.0";"73.0";"14.0";"0.0";"null";"0.0";"null";"27.4";"8696.88";"96.63";"870.41";"465.55";"40.76";"198.36";"8.15";"663.9";"48.91";"86.04";"5.43";"66.12";"12.68";"0.0";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KVC Westerlo";"1975018";"2025-01-19";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"105.15";"True";"10268.0";"97.65";"1382.0";"605.0";"49.0";"95.0";"7.0";"700.0";"56.0";"105.0";"5.0";"82.0";"17.0";"3.0";"1.02";"0.0";"null";"25.8";"8788.59";"97.65";"1182.88";"517.83";"41.94";"81.31";"5.99";"599.14";"47.93";"89.87";"4.28";"70.19";"14.55";"2.57";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Sint-Truidense VV v Royal Antwerp FC";"1983233";"2025-01-24";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"99.32";"True";"10173.0";"102.43";"1256.0";"316.0";"34.0";"41.0";"5.0";"357.0";"39.0";"118.0";"7.0";"99.0";"19.0";"4.0";"0.85";"0.0";"null";"25.6";"9218.69";"102.43";"1138.18";"286.36";"30.81";"37.15";"4.53";"323.51";"35.34";"106.93";"6.34";"89.71";"17.22";"3.62";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Club Brugge KV";"1999904";"2025-02-02";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"95.33";"True";"10235.0";"107.36";"1396.0";"579.0";"46.0";"74.0";"7.0";"653.0";"53.0";"106.0";"8.0";"83.0";"21.0";"8.0";"0.76";"0.0";"null";"26.2";"9662.41";"107.36";"1317.9";"546.61";"43.43";"69.86";"6.61";"616.47";"50.03";"100.07";"7.55";"78.36";"19.83";"7.55";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"RSC Anderlecht v Royal Antwerp FC";"2002477";"2025-02-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"AM";"Midfield";"97.73";"True";"11489.0";"117.55";"1654.0";"446.0";"38.0";"80.0";"5.0";"526.0";"43.0";"105.0";"2.0";"88.0";"13.0";"0.0";"null";"0.0";"null";"26.5";"10579.91";"117.55";"1523.12";"410.71";"34.99";"73.67";"4.6";"484.38";"39.6";"96.69";"1.84";"81.04";"11.97";"0.0";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KV Kortrijk";"2003297";"2025-02-15";"BEL - Pro League";"16";"2024/2025";"95";"873";"AM";"Midfield";"99.17";"True";"10754.0";"108.44";"1449.0";"345.0";"40.0";"126.0";"5.0";"471.0";"45.0";"112.0";"6.0";"89.0";"17.0";"5.0";"0.81";"1.0";"2.15";"30.2";"9759.93";"108.44";"1315.06";"313.11";"36.3";"114.35";"4.54";"427.46";"40.84";"101.65";"5.45";"80.77";"15.43";"4.54";"0.91"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Oud-Heverlee Leuven";"2004243";"2025-02-22";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"100.73";"True";"10193.0";"101.19";"1497.0";"458.0";"45.0";"78.0";"5.0";"536.0";"50.0";"101.0";"6.0";"85.0";"15.0";"2.0";"0.87";"0.0";"null";"28.1";"9106.92";"101.19";"1337.49";"409.2";"40.21";"69.69";"4.47";"478.89";"44.67";"90.24";"5.36";"75.94";"13.4";"1.79";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v KAA Gent";"2006691";"2025-03-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"96.33";"True";"10157.0";"105.44";"1084.0";"529.0";"47.0";"170.0";"10.0";"699.0";"57.0";"87.0";"6.0";"66.0";"16.0";"2.0";"0.91";"0.0";"null";"29.6";"9489.24";"105.44";"1012.73";"494.22";"43.91";"158.82";"9.34";"653.04";"53.25";"81.28";"5.61";"61.66";"14.95";"1.87";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Standard de Liège v Royal Antwerp FC";"2007727";"2025-03-16";"BEL - Pro League";"16";"2024/2025";"95";"873";"LF";"Wide Attacker";"77.45";"True";"8306.0";"107.24";"1043.0";"358.0";"33.0";"64.0";"4.0";"422.0";"37.0";"79.0";"3.0";"66.0";"7.0";"3.0";"0.81";"0.0";"null";"25.8";"9651.9";"107.24";"1212.01";"416.01";"38.35";"74.37";"4.65";"490.38";"43.0";"91.8";"3.49";"76.69";"8.13";"3.49";"0.0"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royale Union Saint-Gilloise v Royal Antwerp FC";"2009065";"2025-03-29";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"101.63";"True";"10375.0";"102.08";"1117.0";"280.0";"26.0";"50.0";"5.0";"330.0";"31.0";"99.0";"4.0";"78.0";"10.0";"4.0";"0.83";"4.0";"1.25";"27.6";"9187.44";"102.08";"989.14";"247.95";"23.02";"44.28";"4.43";"292.23";"27.45";"87.67";"3.54";"69.07";"8.86";"3.54";"3.54"
"Vincent Janssen";"V. Janssen";"10709";"1994-06-15";"462";"Royal Antwerp FC v Club Brugge KV";"2010318";"2025-04-06";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"98.58";"True";"10244.0";"103.91";"1189.0";"523.0";"46.0";"153.0";"9.0";"676.0";"55.0";"96.0";"8.0";"84.0";"19.0";"3.0";"0.69";"0.0";"null";"28.9";"9352.09";"103.91";"1085.48";"477.46";"41.99";"139.68";"8.22";"617.14";"50.21";"87.64";"7.3";"76.69";"17.35";"2.74";"0.0"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KV Kortrijk v KVC Westerlo";"1999901";"2025-02-02";"BEL - Pro League";"16";"2024/2025";"95";"873";"CB";"Central Defender";"101.13";"True";"10077.0";"99.64";"1381.0";"375.0";"39.0";"91.0";"5.0";"466.0";"44.0";"130.0";"7.0";"99.0";"19.0";"4.0";"1.01";"0.0";"null";"27.7";"8967.67";"99.64";"1228.97";"333.72";"34.71";"80.98";"4.45";"414.7";"39.16";"115.69";"6.23";"88.1";"16.91";"3.56";"0.0"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KV Kortrijk v Royale Union Saint-Gilloise";"2002476";"2025-02-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"CB";"Central Defender";"97.25";"True";"10184.0";"104.72";"1320.0";"546.0";"48.0";"97.0";"9.0";"643.0";"57.0";"113.0";"5.0";"76.0";"20.0";"5.0";"1.21";"0.0";"null";"27.7";"9424.78";"104.72";"1221.59";"505.3";"44.42";"89.77";"8.33";"595.06";"52.75";"104.58";"4.63";"70.33";"18.51";"4.63";"0.0"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"Royal Antwerp FC v KV Kortrijk";"2003297";"2025-02-15";"BEL - Pro League";"16";"2024/2025";"95";"873";"RWB";"Full Back";"99.17";"True";"11346.0";"114.41";"1780.0";"623.0";"61.0";"184.0";"10.0";"807.0";"71.0";"131.0";"9.0";"112.0";"31.0";"6.0";"0.69";"2.0";"1.43";"29.6";"10297.21";"114.41";"1615.46";"565.41";"55.36";"166.99";"9.08";"732.4";"64.44";"118.89";"8.17";"101.65";"28.13";"5.45";"1.82"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KV Kortrijk v KSV Cercle Brugge";"2004594";"2025-02-23";"BEL - Pro League";"16";"2024/2025";"95";"873";"RB";"Full Back";"106.12";"True";"10579.0";"99.69";"1308.0";"517.0";"58.0";"401.0";"15.0";"918.0";"73.0";"122.0";"9.0";"96.0";"22.0";"3.0";"0.79";"3.0";"1.46";"32.0";"8972.29";"99.69";"1109.35";"438.48";"49.19";"340.1";"12.72";"778.58";"61.91";"103.47";"7.63";"81.42";"18.66";"2.54";"2.54"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"Sint-Truidense VV v KV Kortrijk";"2005310";"2025-03-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"RB";"Full Back";"101.87";"True";"11140.0";"109.36";"1541.0";"883.0";"73.0";"218.0";"13.0";"1101.0";"86.0";"143.0";"8.0";"124.0";"19.0";"7.0";"0.77";"1.0";"1.3";"28.5";"9842.28";"109.36";"1361.49";"780.14";"64.5";"192.6";"11.49";"972.74";"75.98";"126.34";"7.07";"109.55";"16.79";"6.18";"0.88"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KV Kortrijk v Oud-Heverlee Leuven";"2006366";"2025-03-08";"BEL - Pro League";"16";"2024/2025";"95";"873";"RB";"Full Back";"98.25";"True";"10267.0";"104.5";"1427.0";"626.0";"61.0";"258.0";"15.0";"884.0";"76.0";"126.0";"9.0";"112.0";"14.0";"9.0";"0.72";"4.0";"1.49";"27.7";"9404.89";"104.5";"1307.18";"573.44";"55.88";"236.34";"13.74";"809.77";"69.62";"115.42";"8.24";"102.6";"12.82";"8.24";"3.66"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KAA Gent v KV Kortrijk";"2007844";"2025-03-16";"BEL - Pro League";"16";"2024/2025";"95";"873";"RB";"Full Back";"105.5";"True";"11434.0";"108.38";"1650.0";"897.0";"92.0";"352.0";"23.0";"1249.0";"115.0";"140.0";"7.0";"108.0";"26.0";"4.0";"0.89";"1.0";"1.61";"28.8";"9754.12";"108.38";"1407.58";"765.21";"78.48";"300.28";"19.62";"1065.5";"98.1";"119.43";"5.97";"92.13";"22.18";"3.41";"0.85"
"Jean-Kévin Duverne";"J. Duverne";"11417";"1997-07-12";"19";"KV Kortrijk v KSV Cercle Brugge";"2009398";"2025-03-30";"BEL - Pro League";"16";"2024/2025";"95";"873";"RCB";"Central Defender";"99.85";"True";"10264.0";"102.79";"1443.0";"615.0";"52.0";"103.0";"11.0";"718.0";"63.0";"141.0";"8.0";"100.0";"21.0";"7.0";"0.65";"4.0";"1.24";"27.1";"9251.48";"102.79";"1300.65";"554.33";"46.87";"92.84";"9.91";"647.17";"56.79";"127.09";"7.21";"90.14";"18.93";"6.31";"3.61"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"Sporting Charleroi v Royal Antwerp FC";"1622420";"2024-07-28";"BEL - Pro League";"16";"2024/2025";"95";"873";"RW";"Wide Attacker";"65.23";"True";"7446.0";"114.14";"875.0";"469.0";"50.0";"184.0";"13.0";"653.0";"63.0";"78.0";"9.0";"60.0";"18.0";"8.0";"0.76";"3.0";"1.26";"28.8";"10272.97";"114.14";"1207.2";"647.06";"68.98";"253.86";"17.94";"900.92";"86.92";"107.61";"12.42";"82.78";"24.83";"11.04";"4.14"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"Sporting Charleroi v Oud-Heverlee Leuven";"1816765";"2024-10-26";"BEL - Pro League";"16";"2024/2025";"95";"873";"LW";"Wide Attacker";"75.95";"True";"7926.0";"104.36";"994.0";"501.0";"59.0";"175.0";"12.0";"676.0";"71.0";"76.0";"12.0";"60.0";"16.0";"11.0";"0.66";"5.0";"1.15";"29.5";"9392.23";"104.36";"1177.88";"593.68";"69.91";"207.37";"14.22";"801.05";"84.13";"90.06";"14.22";"71.1";"18.96";"13.03";"5.92"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"KSV Cercle Brugge v Sporting Charleroi";"1834538";"2024-11-03";"BEL - Pro League";"16";"2024/2025";"95";"873";"CF";"Center Forward";"74.97";"True";"8072.0";"107.67";"937.0";"558.0";"66.0";"398.0";"19.0";"956.0";"85.0";"85.0";"11.0";"63.0";"19.0";"10.0";"0.65";"4.0";"1.18";"32.3";"9690.71";"107.67";"1124.9";"669.9";"79.24";"477.81";"22.81";"1147.71";"102.05";"102.05";"13.21";"75.63";"22.81";"12.01";"4.8"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"KAA Gent v Sporting Charleroi";"1971189";"2025-01-17";"BEL - Pro League";"16";"2024/2025";"95";"873";"LW";"Wide Attacker";"74.73";"True";"9051.0";"121.11";"1412.0";"615.0";"60.0";"229.0";"14.0";"844.0";"74.0";"101.0";"5.0";"76.0";"11.0";"4.0";"0.59";"2.0";"1.59";"28.8";"10899.96";"121.11";"1700.45";"740.63";"72.26";"275.78";"16.86";"1016.41";"89.12";"121.63";"6.02";"91.53";"13.25";"4.82";"2.41"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"Sporting Charleroi v KSV Cercle Brugge";"1985260";"2025-01-25";"BEL - Pro League";"16";"2024/2025";"95";"873";"RW";"Wide Attacker";"73.23";"True";"8455.0";"115.45";"1343.0";"477.0";"59.0";"248.0";"16.0";"725.0";"75.0";"89.0";"9.0";"71.0";"15.0";"6.0";"0.78";"1.0";"1.75";"31.1";"10390.76";"115.45";"1650.48";"586.21";"72.51";"304.78";"19.66";"890.99";"92.17";"109.38";"11.06";"87.26";"18.43";"7.37";"1.23"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"Sporting Charleroi v FCV Dender EH";"1997040";"2025-02-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"RW";"Wide Attacker";"67.28";"True";"7478.0";"111.14";"1070.0";"559.0";"55.0";"171.0";"12.0";"730.0";"67.0";"81.0";"7.0";"60.0";"19.0";"6.0";"0.62";"2.0";"1.34";"29.2";"10002.77";"111.14";"1431.26";"747.73";"73.57";"228.73";"16.05";"976.47";"89.62";"108.35";"9.36";"80.26";"25.41";"8.03";"2.68"
"Isaac Mbenza";"I. Mbenza";"11435";"1996-03-08";"23";"Sporting Charleroi v KV Mechelen";"2006365";"2025-03-08";"BEL - Pro League";"16";"2024/2025";"95";"873";"LW";"Wide Attacker";"69.02";"True";"8174.0";"118.44";"1292.0";"463.0";"41.0";"99.0";"7.0";"562.0";"48.0";"92.0";"7.0";"67.0";"16.0";"6.0";"0.8";"2.0";"1.53";"26.9";"10659.16";"118.44";"1684.81";"603.77";"53.47";"129.1";"9.13";"732.87";"62.59";"119.97";"9.13";"87.37";"20.86";"7.82";"2.61"
"Ludwig Augustinsson";"L. Augustinsson";"11493";"1994-04-21";"11";"KV Mechelen v RSC Anderlecht";"1652396";"2024-08-17";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"70.13";"True";"8443.0";"120.38";"1529.0";"431.0";"41.0";"129.0";"8.0";"560.0";"49.0";"102.0";"5.0";"83.0";"18.0";"2.0";"0.79";"0.0";"null";"28.2";"10834.65";"120.38";"1962.12";"553.09";"52.61";"165.54";"10.27";"718.63";"62.88";"130.89";"6.42";"106.51";"23.1";"2.57";"0.0"
"Ludwig Augustinsson";"L. Augustinsson";"11493";"1994-04-21";"11";"Royale Union Saint-Gilloise v RSC Anderlecht";"1683802";"2024-09-01";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"103.38";"True";"11162.0";"107.97";"1722.0";"531.0";"45.0";"142.0";"7.0";"673.0";"52.0";"115.0";"8.0";"95.0";"19.0";"5.0";"0.79";"0.0";"null";"27.9";"9717.04";"107.97";"1499.08";"462.26";"39.17";"123.62";"6.09";"585.88";"45.27";"100.11";"6.96";"82.7";"16.54";"4.35";"0.0"
"Ludwig Augustinsson";"L. Augustinsson";"11493";"1994-04-21";"11";"RSC Anderlecht v KVC Westerlo";"1712811";"2024-09-14";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"103.18";"True";"12110.0";"117.36";"1701.0";"741.0";"71.0";"154.0";"12.0";"895.0";"83.0";"149.0";"9.0";"119.0";"24.0";"6.0";"0.83";"1.0";"1.78";"27.9";"10562.75";"117.36";"1483.67";"646.33";"61.93";"134.32";"10.47";"780.65";"72.4";"129.96";"7.85";"103.8";"20.93";"5.23";"0.87"
"Ludwig Augustinsson";"L. Augustinsson";"11493";"1994-04-21";"11";"RSC Anderlecht v KRC Genk";"1720399";"2024-09-17";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"100.87";"True";"11590.0";"114.9";"1622.0";"719.0";"60.0";"205.0";"16.0";"924.0";"76.0";"128.0";"6.0";"109.0";"18.0";"5.0";"0.68";"1.0";"1.98";"27.3";"10341.37";"114.9";"1447.26";"641.54";"53.54";"182.91";"14.28";"824.45";"67.81";"114.21";"5.35";"97.26";"16.06";"4.46";"0.89"
"Ludwig Augustinsson";"L. Augustinsson";"11493";"1994-04-21";"11";"RSC Anderlecht v Royal Antwerp FC";"2002477";"2025-02-09";"BEL - Pro League";"16";"2024/2025";"95";"873";"LB";"Full Back";"97.73";"True";"11867.0";"121.42";"1887.0";"699.0";"54.0";"120.0";"8.0";"819.0";"62.0";"126.0";"6.0";"105.0";"21.0";"4.0";"0.82";"2.0";"1.78";"26.1";"10928.0";"121.42";"1737.69";"643.69";"49.73";"110.5";"7.37";"754.2";"57.09";"116.03";"5.53";"96.69";"19.34";"3.68";"1.84"
